,index,Unnamed: 0,Nom,Description_type,Prix_Originel,Prix_Reduc,Voyageurs,Chambres,Lits,Salles_de_Bain,Note,Nb_com,Logement_Entier,Arrivée_irréprochable,Hôte_expérimenté,Excellente_communication,Accueil_unique,Parfaitement_propre,Propre et rangé,Idéalement_situé,Annulation_gratuite_pendant_48_heures,Annulation_gratuite_longue,Arrivée_autonome,Superhost_list,Wi-Fi,WiFi_portable,lave_linge, Espace_travail_ordi,Equipement_base,Chauffage,Fer_à_Repasser,Télévision,Eau_chaude,Table_à_langer,Chaise_haute,Lit_pour_bébé,Livres_et_jouets_pour_enfants,Parking_payant,Parking_gratuit,Chargeur_EV,Salle_de_sport,Jacuzzi,Ascenseur,Piscine,Cuisine,Réfrigérateur,Vaisselle_et_couverts,Four_à_micro_ondes,Petit_déjeuner,four,Lave_vaisselle,Cafetière,Cuisinière,Ustensiles_de_cuisine_de_base,Acceuil_Personnel,Entrée_privée,Salon_privé,Boîte_à_clé_sécurisée,Clés_remises_par_hôte,Jardin,Sèche_cheveux,Cintres,Shampooing,Gel_douche,Oreillers_et_couvertures,Draps,Porte_de_la_chambre_avec_verrou,Dépôt_de_bagages_autorisé,Séjours_longue_durée_autorisé,Détecteur_de_fumée,Détecteur_de_monoxyde_de_carbone,Extincteur,Kit_de_premiers_secours,Fête,Fumeur,Animaux,Bébés,Nb_équipement,Description,Lien
377,78,78,Cosy studio canal st martin,Vous aurez le logement (appartement) rien que pour vous.,50€,44€,2 voyageurs,Studio,1 lit,1 salle de bain,"4,54", (69),1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Afficher les 19 équipements,"COSY STUDIO BY CHRIS

Lumineux, calme, agréable, et REFAIT A NEUF, ce studio est à côté de la gare du Nord et de la ligne 2 de métro. à 10 min de Montmartre.

NOUVEAU :
- menage respectant les NOUVELLES REGLES COVID
- cles à retirer sur place dans boite (de 15H à 21H). Si arrivée après 21h, me prévenir avant réservation.
- annulation flexible jusqu'à un jour avant votre arrivée

Décoré avec goût, pres du canal Saint Martin, des bistrots parisiens et des belles façades parisiennes.

Le logement
Il EST POSSIBLE DE LOUER L APPARTEMENT PLUS LONGUEMENT .. veuillez me contacter avant si besoin.

Studio très calme et à côté de tous les commerces ! Poste, boulangerie, G20, etc...
Immeuble typique haussmanien et très bien entretenu.

Plaques de cuisson, micro-ondes et four !

Good as new haussmanian building and well equiped studio !
Oven, hotplates and micro Wave !

You can find everything in the surroundings : Shop, food, bakeries...

Il EST POSSIBLE DE LOUER L APPARTEMENT PLUS LONGUEMENT .. veuillez me contacter avant si besoin

Numéro d'enregistrement
7511001597044",https://www.airbnb.fr/rooms/23663784/amenities?location=Paris&adults=2&check_in=2020-06-15&check_out=2020-06-21&source_impression_id=p3_1591210868_8R8Rd%2Fxahbik4Bt2&guests=1
378,79,79,Beau studio proche de la Tour Eiffel,Vous aurez le logement (appartement) rien que pour vous.,78€,78€,2 voyageurs,Studio,1 lit,1 salle de bain,"4,95", (88),1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,Afficher les 26 équipements,"Mon appartement est situé à 10 minutes à pieds de la Tour Eiffel et des plus beaux monuments de Paris. Il peut accueillir jusqu'à 2 personnes.
Ma rue est calme tout en restant à proximité des transports (métro, bus, RER), des commerces et des restaurants.

Le logement
Ce bel appartement de 21 m² refait à neuf se situe au rez de chaussée d'un immeuble typiquement parisien : la porte d'entrée donne sur la rue et les fenêtres donnent sur la grande cour calme et lumineuse de l'immeuble.
Il est idéal pour découvrir Paris et ses monuments historiques à deux.
Composé d'une entrée, d'un salon composé d'une cuisine équipée et d'un canapé-lit deux places (taille : 160x200cm), d'une salle de bain avec douche et toilette.
Le mobilier de cet appartement a été choisit et construit dans un esprit épuré et coloré et se veut à la fois chaleureux et fonctionnel.

Accès des voyageurs
Les voyageurs auront accès à tous les espaces de l'appartement ainsi qu'à tous les équipements disponibles.
Un placard vous permettra de ranger vos valises, chaussures, vêtements.

Numéro d'enregistrement
7511500003236",https://www.airbnb.fr/rooms/18318071/amenities?location=Paris&adults=2&check_in=2020-06-15&check_out=2020-06-21&source_impression_id=p3_1591210873_oP1PUvQwgsMZunAE&guests=1
379,80,80,Studio a côté du métro et RER Vincennes,Vous aurez le logement (appartement) rien que pour vous.,39€,39€,2 voyageurs,1 chambre,1 lit,1 salle de bain,"4,0(",9),1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,Afficher les 26 équipements,"Appartement type studio de 20 m2 m² situé à moins d'une minute du métro Bérault (Ligne 1 à 5 minutes à pied de la gare du RER, du Château / Bois de Vincennes, du lac de Saint-Mandé & du Parc Floral. .
Le métro est direct pour Concorde & Champs-Elysées (15 à 25 minutes de trajet) et le RER A va à Disneyland en 30 minutes.
Toutes commodités à proximité (restaurants, commerces, boulangeries).
Situé en rez de chaussée sur cour, très calme, pas d'escalier à monter !

Le logement
Le sutio peut accueillir jusqu'à 2 personnes :
* Un lit double (140x190)
* Cuisine toute équipée, four micro-ondes, bouilloire, grille-pain.
* Accès wifi,
* Salle de douche avec WC / sèche-cheveux
* Linges et serviettes fournis",https://www.airbnb.fr/rooms/41728939/amenities?location=Paris&adults=2&check_in=2020-06-15&check_out=2020-06-21&source_impression_id=p3_1591210900_iI2XwpNp2KN88IGj&guests=1
380,81,81,Cosy Studio Montmartre,Vous aurez le logement (appartement) rien que pour vous.,50€,50€,2 voyageurs,1 chambre,0 lit,1 salle de bain,"4,78",(32),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Afficher les 16 équipements,"Studio situé a deux pas de la station julles joffrin ligne 12 et à 10 minute a pied du sacre couer

Le logement
Studio situé à deux pas de la station jules joffrin ligne 12 et à 10 minute à pied du sacre cœur
L'appartement est un studio de 15m² tout équipé (Salle de bain, toilettes, pièce principale avec cuisine)

La pièce principale est équipée de :
- Un espace cuisine équipée : kitchenette, plaques électriques, micro-ondes, frigo, ustensiles et couverts.
- Un espace bureau
- Un espace chambre avec un canapé-lit 2 place

Autres remarques
Je serai ravi de vous accueillir dans mon appartement parisien!
- Veuillez laisser l'appartement en bon état
- Vous avez le droit d'utiliser tous les équipements de l'appartement.
- Vous devez respecter les habitants de l'immeuble.",https://www.airbnb.fr/rooms/13179860/amenities?location=Paris&adults=2&check_in=2020-06-15&check_out=2020-06-21&source_impression_id=p3_1591210905_DRoJbFM3gr9ynqpF&guests=1
381,82,82,Appart cosy 4 places Buttes Chaumont Belleville,Vous aurez le logement (appartement) rien que pour vous.,55€,55€,4 voyageurs,1 chambre,2 lits,1 salle de bain,"4,60",(35),1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,Afficher les 19 équipements,"Appartement 2 pièces cosy de style industriel, à 5 minutes du parc des Buttes-Chaumont et de Belleville, et à 10 minutes du Canal Saint-Martin. L'appartement a été rénové fin 2017 et son mobilier est neuf. Situé au premier étage, orienté sud, l'appartement est lumineux et dispose de 4 couchages : un lit-double dans la chambre et un canapé-lit confortable dans le salon.
La cuisine, tout équipée, est ouverte sur le salon. On peut manger jusqu'à 6 personnes sur la table du salon.
Douche dans la SDB

Numéro d'enregistrement
7511901300649",https://www.airbnb.fr/rooms/23229203/amenities?location=Paris&adults=2&check_in=2020-06-15&check_out=2020-06-21&source_impression_id=p3_1591210911_jjQOkffbSaWG%2By0t&guests=1
382,83,83,Dream or not dream ? this apartment asks you ;),Vous aurez le logement (appartement) rien que pour vous.,79€,79€,2 voyageurs,Studio,1 lit,1 salle de bain,"4,67",(9),1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,Afficher les 26 équipements,"Amis rêveurs, venez profiter de cet univers dans notre appartement lumineux aux scènes délicates sur ses murs.

Cet appartement à thème de 20m², entièrement équipé pour votre confort, est décoré avec soin afin de vous offrir une véritable expérience parisienne :)

"" La liberté ignore les serrures du temps et de l'espace.
Pour traverser les murs, il suffit d'ouvrir les portes, ouvrir les ailes, ouvrir les rêves. "" Jacques Savoie.

Le logement
Vous aurez accès à une télévision connectée avec son surround et Netflix, une douche à double pommeaux.

Accès des voyageurs
Vous aurez accès au logement complet.

Autres remarques
En cette période particulière, il est primordial de respecter le confinement de manière stricte. Merci d'avance :)

Numéro d'enregistrement
7511504424852",https://www.airbnb.fr/rooms/43215144/amenities?location=Paris&adults=2&check_in=2020-06-15&check_out=2020-06-21&source_impression_id=p3_1591210916_i24Gy4W5HRx0frk%2F&guests=1
383,84,84,Fully renovated 33 sqm 1 bedroom - hearth of Paris,Vous aurez le logement (appartement) rien que pour vous.,64€,64€,4 voyageurs,1 chambre,1 lit,1 salle de bain,"5,0(",4),1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Afficher les 15 équipements,"Located in the historical Parisian area.
This apartment located the second floor (US) 1st floor (UK) with lift. - 1 living room with a sofa bed (140cm-200cm) and one bedroom with a double bed (140cm-200cm) -1 bathrooms - 1 equipped kitchen - Free internet access (wifi) - Pocket wifi - Washing machine and dryer - Coffee maker - Towels and bed linen - Coffee, water, orange juice, tea, ... provided

Le logement
I provide a free pocket wifi.",https://www.airbnb.fr/rooms/42870125/amenities?location=Paris&adults=2&check_in=2020-06-15&check_out=2020-06-21&source_impression_id=p3_1591210921_SRrxQPS05SHwqF6s&guests=1
384,85,85,Montorgueil Paris Center,Vous aurez le logement (appartement) rien que pour vous.,40€,40€,2 voyageurs,1 chambre,1 lit,"1,5 salle de bain","4,33",(9),1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,Afficher les 17 équipements,,https://www.airbnb.fr/rooms/40635449/amenities?location=Paris&adults=2&check_in=2020-06-15&check_out=2020-06-21&source_impression_id=p3_1591210927_k4rWg59gq2Q%2BgmdT&guests=1
386,87,87,"151 Suite Jean Yves Great Studio, RMP, Paris",Vous aurez le logement (appartement) rien que pour vous.,57€,57€,2 voyageurs,1 chambre,1 lit,1 salle de bain,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,Afficher les 24 équipements,"Logement rénové situé à proximité du métro Place d'Italie de l'hôpital La Pitié Salpêtrière, du centre commercial Italie 2 et dans un quartier animé

Le logement
Logement situé à proximité du métro Place d'Italie, de l'hôpital La Pitié Salpêtrière, du centre commercial Italie 2, et dans un quartier animé avec cafés, restaurants et boutiques. Comptez environ 10/15 min: Centre de Paris, Montparnasse, Accor Hôtel Arena, Jardin des Plantes. 20/25 min de: Louvre, Le Marais, Champs Elysées, Tour Eiffel.
Au rez-de-chaussée sur une rue calme, grand studio avec accès PMR: séjour avec cuisine ouverte, 1 canapés-lits, salle de bains et WC pouvant accueillir jusqu'à 2 voyageurs.
- 1 canapé-lit
- four micro onde
- machine nespresso
- plat chaud
- réfrigérateur
- grille-pain
- une bouilloire
- couvert
- armoire et rangement
- Lit bébé disponible sur demande
- le fer
- serviettes + savon + shampoing
- draps et couvertures
- télévision connectée
- Wifi gratuit
Pendant votre voyage, vous pouvez nous contacter par téléphone, WhatsApp, SMS, mail

Accès des voyageurs
Hébergement entièrement réservé aux hôtes
vous avez accès à tout l'appartement

Autres remarques
Appartement non fumeur.
Aucune fête autorisée dans cet appartement

Numéro d'enregistrement
7511304482811",https://www.airbnb.fr/rooms/43255383/amenities?location=Paris&adults=2&check_in=2020-06-15&check_out=2020-06-21&source_impression_id=p3_1591210937_uhTj5qisCgGeWgmq&guests=1
387,88,88,DISPONIBLE ET SÉCURISÉ - Beau studio- Tour Eiffel,Vous aurez le logement (appartement) rien que pour vous.,73€,73€,2 voyageurs,Studio,1 lit,1 salle de bain,"4,33",(33),1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Afficher les 19 équipements,"Luxueux logement pour 2 personnes , à deux pas des principaux lieux d’intérêt.

Le logement
L’appartement se situe à l'étage 5 d’un immeuble ancien au cœur d’un quartier touristique.
Il correspond parfaitement aux séjours touristiques en couple, en famille ou entre amis. Les professionnels en déplacement apprécieront également ce logement pour son aménagement confortable et sa proximité avec les transports.
Il sera très apprécié pour sa proximité avec les lieux préférés des locaux. N’hésitez pas à nous demander des bonnes adresses.
Confortable et agréable, cet appartement est composé d’une cuisine, d’un salon avec canapé lit et d'une salle de bain.
Il peut accueillir jusqu’à 2 personnes et possède tout le charme et le confort nécessaires pour vos séjours à Paris.

Le salon est très luxueux et confortable, vous vous y sentirez bien après une journée passionnante.
Vous pourrez alors profiter de la connexion internet.

La cuisine est toute équipée : réfrigérateur, plaques de cuisson, ustensiles, four, machine à café, lave-vaisselle et lave-linge.

Le logement possède 2 couchages de types suivants:
- 1 canapé-lit

Le ménage est fait par des professionnels avant votre séjour.
Des draps de qualité hôtelière et des serviettes de toilette sont à disposition ainsi que des produits d’hygiène (gel douche, shampoing, savon).

Nous nous ferons une joie de vous accueillir à Paris !
Que vous parliez français, anglais ou espagnol, notre équipe est prête à échanger avec vous. Notre objectif est de vous accompagner au mieux avant, pendant, et même après votre séjour.

À bientôt,

Accès des voyageurs
Les voyageurs ont accès à l’appartement dans son intégralité.
L'appartement se situe au 5ème étage de l’immeuble. L’immeuble n'est pas équipé d’un ascenseur.
L’entrée dans l’immeuble est sécurisée et se fait avec un digicode/vigik.
Le check-in est possible entre 15h et 20h. Nous pouvons bien sur nous arranger pour effectuer une entrée dans l’appartement après 20h.

Autres remarques
Bon séjour à Paris !

Numéro d'enregistrement
7511503166228",https://www.airbnb.fr/rooms/32912464/amenities?location=Paris&adults=2&check_in=2020-06-15&check_out=2020-06-21&source_impression_id=p3_1591210942_Vs%2BIMyweeDeHGNVj&guests=1
388,89,89,Cozy 1 Bdr flat in a renowned area,Vous aurez le logement (appartement) rien que pour vous.,80€,80€,3 voyageurs,1 chambre,2 lits,1 salle de bain,"4,91",(58),1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,Afficher les 31 équipements,"Halfway between Montparnasse and Quartier Latin with Jardin de Luxembourg across the street, the appartment is situed in a

Numéro d'enregistrement
7510501512752",https://www.airbnb.fr/rooms/4062031/amenities?location=Paris&adults=2&check_in=2020-06-15&check_out=2020-06-21&source_impression_id=p3_1591210948_kl6kD7c%2BJuREeYBn&guests=1
390,91,91,"Studio tout confort, proche Porte de Versailles",Vous aurez le logement (appartement) rien que pour vous.,77€,60€,2 voyageurs,1 chambre,1 lit,1 salle de bain,"4,91",(45),1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Afficher les 22 équipements,"Studio fonctionnel, tout confort, lumineux, métro à 100 mètres.
Accès direct Champs de mars, Opéra, République et Bastille. Tramway Porte de Versailles.
Commerces et bars/restaurants à proximité ..
Orientation Sud-Est
4 eme étage, ascenseur.
Digicode et interphone

Le logement
Il se compose de trois espaces :
Coin nuit - Salon - Cuisine formant un ensemble cohérent et agréable à vivre.

Le studio dispose de tout le confort nécessaire :
Lit double (140x190)
Canapé 3 places, table basse.
Chaine hi-fi
Connection Wi-Fi
Cuisine équipée (3 plaques de cuisson, four, grille-pain, petite machine à café, bouilloire ...)
Salle de bain avec baignoire sabot (petite baignoire) et toilettes.
Chauffage central.

Numéro d'enregistrement
7511502822075",https://www.airbnb.fr/rooms/28504757/amenities?location=Paris&adults=2&check_in=2020-06-15&check_out=2020-06-21&source_impression_id=p3_1591210958_qFOX3ErjxXfetLYj&guests=1
